person,title,date,url
Heather Youngs,Scientific Advisor,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-09-17,https://web.archive.org/web/20170917121647/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-09-19,https://web.archive.org/web/20170919015853/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-10-01,https://web.archive.org/web/20171001062038/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-10-08,https://web.archive.org/web/20171008170258/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-10-30,https://web.archive.org/web/20171030003430/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-11-06,https://web.archive.org/web/20171106024946/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-12-05,https://web.archive.org/web/20171205183329/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2018-01-29,https://web.archive.org/web/20180129115615/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Manager,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Associate and Content Specialist,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2018-02-06,https://web.archive.org/web/20180206072438/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Alexander Berger,Managing Director,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Global Catastrophic Risks",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Interim Director of Operations,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Derek Hopf,Grants Manager,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Senior Research Analyst,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Chris Somerville,"Program Officer, Scientific Research",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Heather Youngs,"Program Officer, Scientific Research",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Claire Zabel,"Program Officer, Global Catastrophic Risks",2018-02-26,https://web.archive.org/web/20180226190244/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2018-03-06,https://web.archive.org/web/20180306174027/http://www.openphilanthropy.org:80/about/team
